fips,above_average_vax_rate
29213,FALSE
29215,FALSE
29217,FALSE
29219,FALSE
29221,FALSE
29223,FALSE
29225,FALSE
29227,FALSE
29229,FALSE
29510,TRUE
30001,FALSE
30003,TRUE
30005,TRUE
30007,FALSE
30009,FALSE
30011,FALSE
30013,TRUE
30015,FALSE
30017,FALSE
30019,FALSE
30021,FALSE
30023,FALSE
30025,FALSE
30027,FALSE
30029,FALSE
30031,TRUE
30033,FALSE
30035,TRUE
30037,FALSE
30039,FALSE
30041,TRUE
30043,FALSE
30045,FALSE
30047,TRUE
30049,TRUE
30053,FALSE
30055,FALSE
30057,FALSE
30059,FALSE
30061,TRUE
30063,TRUE
30065,FALSE
30067,TRUE
30069,FALSE
30071,FALSE
30073,TRUE
30075,FALSE
30077,FALSE
30079,FALSE
30081,FALSE
30083,FALSE
30085,TRUE
30087,TRUE
30089,FALSE
30091,FALSE
30093,TRUE
30095,FALSE
30097,FALSE
30099,FALSE
30101,FALSE
30103,FALSE
30105,FALSE
30107,FALSE
30109,FALSE
31025,TRUE
31031,FALSE
31055,TRUE
31057,FALSE
31109,TRUE
31177,TRUE
32001,FALSE
32003,TRUE
32005,FALSE
32007,FALSE
32009,FALSE
32011,FALSE
32013,FALSE
32015,FALSE
32017,FALSE
32019,FALSE
32021,TRUE
32023,FALSE
32027,FALSE
32029,FALSE
32031,TRUE
32033,TRUE
32510,TRUE
33001,TRUE
33003,TRUE
33005,TRUE
33007,TRUE
33009,TRUE
33011,TRUE
33013,TRUE
33015,TRUE
33017,TRUE
33019,TRUE
34001,TRUE
34003,TRUE
34005,TRUE
34007,TRUE
34009,TRUE
34011,TRUE
34013,TRUE
34015,TRUE
34017,TRUE
34019,TRUE
34021,TRUE
34023,TRUE
34025,TRUE
34027,TRUE
34029,TRUE
34031,TRUE
34033,TRUE
34035,TRUE
34037,TRUE
34039,TRUE
34041,TRUE
35031,TRUE
36001,TRUE
36003,FALSE
36005,TRUE
36007,TRUE
36009,TRUE
36011,TRUE
36013,TRUE
36015,TRUE
36017,TRUE
36019,TRUE
36021,TRUE
36023,TRUE
36025,TRUE
36027,TRUE
36029,TRUE
36031,TRUE
36033,TRUE
36035,TRUE
36037,TRUE
36039,TRUE
36041,TRUE
36043,TRUE
36045,TRUE
36047,TRUE
36049,FALSE
36051,TRUE
36053,TRUE
36055,TRUE
36057,TRUE
36059,TRUE
36061,TRUE
36063,TRUE
36065,TRUE
36067,TRUE
36069,TRUE
36071,TRUE
36073,TRUE
36075,TRUE
36077,TRUE
36079,TRUE
36081,TRUE
36083,TRUE
36085,TRUE
36087,TRUE
36089,TRUE
36091,TRUE
36093,TRUE
36095,TRUE
36097,TRUE
36099,TRUE
36101,TRUE
36103,TRUE
36105,TRUE
36107,TRUE
36109,TRUE
36111,TRUE
36113,TRUE
36115,TRUE
36117,TRUE
36119,TRUE
36121,FALSE
36123,TRUE
37001,TRUE
37003,FALSE
37005,TRUE
37007,FALSE
37009,TRUE
37011,TRUE
37013,TRUE
37015,TRUE
37017,FALSE
37019,TRUE
37021,TRUE
37023,FALSE
37025,TRUE
37027,FALSE
37029,FALSE
37031,FALSE
37033,TRUE
37035,TRUE
37037,TRUE
37039,TRUE
37041,TRUE
37043,FALSE
37045,TRUE
37047,FALSE
37049,TRUE
37051,TRUE
37053,TRUE
37055,TRUE
37057,FALSE
37059,TRUE
37061,FALSE
37063,TRUE
37065,FALSE
